"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Provisioning\RunOnReboot","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","%windir%\system32\ProvTool.exe /turn 5 /source ContinueSessionTask","N/A","N/A","已禁用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Maps\MapsToastTask","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","This task shows various Map related toasts","已启用","已禁用","","INTERACTIVE","已禁用","00:00:05","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Maps\MapsUpdateTask","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","此任务查找你下载的脱机使用地图的更新。禁用此任务将阻止 Windows 通知你有更新的地图。","已禁用","已禁用","在电池模式停止, 不用电池启动","NETWORK SERVICE","已禁用","00:00:40","计划数据在此格式中不可用。","一次性, 每小时 ","0:00:00","2014/10/21","N/A","N/A","N/A","24 小时， 0 分钟","无","已禁用","已禁用"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","就绪","交互方式/后台方式","2026/5/11 7:30:20","-2147020576","Microsoft Corporation","COM 处理程序","N/A","安排用于响应系统事件的内存诊断。","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","Administrators","已禁用","02:00:00","计划数据在此格式中不可用。","当事件发生时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","就绪","交互方式/后台方式","2026/5/11 7:30:20","-2147020576","Microsoft Corporation","COM 处理程序","N/A","安排用于响应系统事件的内存诊断。","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","Administrators","已禁用","02:00:00","计划数据在此格式中不可用。","当事件发生时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","就绪","交互方式/后台方式","2026/5/11 7:30:20","-2147020576","Microsoft Corporation","COM 处理程序","N/A","安排用于响应系统事件的内存诊断。","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","Administrators","已禁用","02:00:00","计划数据在此格式中不可用。","当事件发生时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","就绪","交互方式/后台方式","2026/5/11 7:30:20","-2147020576","Microsoft Corporation","COM 处理程序","N/A","安排用于响应系统事件的内存诊断。","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","Administrators","已禁用","02:00:00","计划数据在此格式中不可用。","当事件发生时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","检测并缓解物理内存(RAM)中的问题。","已禁用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","Administrators","已禁用","02:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\MUI\LPRemove","N/A","就绪","交互方式/后台方式","2026/5/9 0:08:43","0","Microsoft Corporation","%windir%\system32\lpremove.exe ","N/A","启动语言清理工具","已启用","已禁用","在电池模式停止, 不用电池启动","SYSTEM","已禁用","09:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Multimedia\SystemSoundsService","N/A","正在运行","交互方式/后台方式","2026/5/11 0:45:15","267009","N/A","COM 处理程序","N/A","系统声音用户模式代理","已启用","已禁用","","Users","已禁用","已禁用","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\NetTrace\GatherNetworkInfo","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft","%windir%\system32\gatherNetworkInfo.vbs ","$(Arg1)","网络信息收集器","已禁用","已禁用","在电池模式停止","Users","已禁用","72:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\NlaSvc\WiFiTask","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","%SystemRoot%\System32\WiFiTask.exe nla","N/A","根据用户和 Web 交互执行的后台任务","已启用","已禁用","","INTERACTIVE","已禁用","00:10:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Offline Files\Background Synchronization","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","当用户在脱机模式下工作时，此任务控制脱机文件的定期后台同步。","已禁用","已禁用","","Authenticated Users","已禁用","24:00:00","计划数据在此格式中不可用。","一次性, 每小时 ","0:00:00","2008/1/1","N/A","N/A","N/A","2 小时， 0 分钟","无","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Offline Files\Logon Synchronization","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","当用户登录系统时，此任务会启动脱机文件同步。","已禁用","已禁用","在电池模式停止, 不用电池启动","Authenticated Users","已禁用","24:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\PI\Secure-Boot-Update","N/A","就绪","交互方式/后台方式","2026/5/11 0:45:13","-2147020471","Microsoft Corporation","COM 处理程序","N/A","此任务更新安全启动变量。","已启用","已禁用","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\PI\Secure-Boot-Update","N/A","就绪","交互方式/后台方式","2026/5/11 0:45:13","-2147020471","Microsoft Corporation","COM 处理程序","N/A","此任务更新安全启动变量。","已启用","已禁用","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","一次性, 每小时 ","6:00:00","2024/4/14","2024/10/30","N/A","N/A","12 小时， 0 分钟","无","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\PI\SecureBootEncodeUEFI","2026/5/15 12:00:00","就绪","交互方式/后台方式","2026/5/1 12:00:00","0","N/A","%WINDIR%\system32\SecureBootEncodeUEFI.exe ","N/A","N/A","已启用","已禁用","","SYSTEM","已禁用","00:00:10","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\PI\SecureBootEncodeUEFI","2026/5/15 12:00:00","就绪","交互方式/后台方式","2026/5/1 12:00:00","0","N/A","%WINDIR%\system32\SecureBootEncodeUEFI.exe ","N/A","N/A","已启用","已禁用","","SYSTEM","已禁用","00:00:10","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\PI\SecureBootEncodeUEFI","2026/5/15 12:00:00","就绪","交互方式/后台方式","2026/5/1 12:00:00","0","N/A","%WINDIR%\system32\SecureBootEncodeUEFI.exe ","N/A","N/A","已启用","已禁用","","SYSTEM","已禁用","00:00:10","计划数据在此格式中不可用。","每月","12:00:00","2025/12/31","N/A","01，15","每一月","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\PI\Sqm-Tasks","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","此任务收集有关受信任的平台模块(TPM)、安全引导和标准引导的信息。","已禁用","已禁用","不用电池启动","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Plug and Play\Device Install Group Policy","N/A","就绪","交互方式/后台方式","2025/11/8 0:02:11","0","Microsoft Corporation","COM 处理程序","N/A","设备安装组策略更改处理程序","已启用","已禁用","","SYSTEM","已禁用","24:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","就绪","交互方式/后台方式","2026/5/11 0:45:15","0","Microsoft Corporation","COM 处理程序","N/A","通知用户 Windows 需要重启才能完成设备设置。","已启用","已禁用","","INTERACTIVE","已禁用","72:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","就绪","交互方式/后台方式","2026/5/11 0:45:15","0","Microsoft Corporation","COM 处理程序","N/A","通知用户 Windows 需要重启才能完成设备设置。","已启用","已禁用","","INTERACTIVE","已禁用","72:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
