"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\FileHistory\File History (maintenance mode)","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","当系统处于无人参与模式时，将用户文件复制到备份位置以防意外丢失","已禁用","已禁用","在电池模式停止, 不用电池启动","LOCAL SERVICE","已禁用","已禁用","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\BootstrapUsageDataReporting","N/A","已禁用","交互方式/后台方式","2025/11/7 14:18:44","0","Microsoft Corporation","COM 处理程序","N/A","定期记录功能使用情况报告的任务","已禁用","已禁用","","SYSTEM","已禁用","04:00:00","计划数据在此格式中不可用。","一次性, 分钟 ","14:33:44","2025/11/7","N/A","N/A","N/A","0 小时， 15 分钟","无","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","就绪","交互方式/后台方式","2026/5/11 7:31:58","0","Microsoft Corporation","COM 处理程序","N/A","定期协调功能配置的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","就绪","交互方式/后台方式","2026/5/11 7:31:58","0","Microsoft Corporation","COM 处理程序","N/A","定期协调功能配置的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","就绪","交互方式/后台方式","2026/5/11 7:31:58","0","Microsoft Corporation","COM 处理程序","N/A","定期协调功能配置的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","就绪","交互方式/后台方式","2026/5/11 7:31:58","0","Microsoft Corporation","COM 处理程序","N/A","定期协调功能配置的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","就绪","交互方式/后台方式","2026/5/11 7:31:58","0","Microsoft Corporation","COM 处理程序","N/A","定期协调功能配置的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","就绪","交互方式/后台方式","2026/5/11 7:31:58","0","Microsoft Corporation","COM 处理程序","N/A","定期协调功能配置的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","就绪","交互方式/后台方式","2026/5/11 7:31:58","0","Microsoft Corporation","COM 处理程序","N/A","定期协调功能配置的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","将功能使用情况数据保留到磁盘的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","将功能使用情况数据保留到磁盘的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","将功能使用情况数据保留到磁盘的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReporting","N/A","就绪","交互方式/后台方式","2026/5/11 0:58:26","0","Microsoft Corporation","COM 处理程序","N/A","定期记录功能使用情况报告的任务","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","2026/5/11 8:29:49","就绪","交互方式/后台方式","2026/5/11 7:21:18","-2147023665","Microsoft Corporation","COM 处理程序","N/A","任务定期刷新 OneSettings 客户端的数据。","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","一次性, 分钟 ","11:36:58","2025/11/8","N/A","N/A","N/A","5 小时， 33 分钟","无","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","2026/5/11 8:34:03","就绪","交互方式/后台方式","2026/5/11 7:21:18","-2147023665","Microsoft Corporation","COM 处理程序","N/A","任务定期刷新 OneSettings 客户端的数据。","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Flighting\OneSettings\RefreshCache","2026/5/11 7:59:36","就绪","交互方式/后台方式","2026/5/11 7:21:18","-2147023665","Microsoft Corporation","COM 处理程序","N/A","任务定期刷新 OneSettings 客户端的数据。","已启用","已禁用","","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Input\InputSettingsRestoreDataAvailable","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","INTERACTIVE","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Input\LocalUserSyncDataAvailable","N/A","就绪","交互方式/后台方式","2026/5/11 7:21:06","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","INTERACTIVE","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Input\MouseSyncDataAvailable","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","INTERACTIVE","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Input\PenSyncDataAvailable","N/A","就绪","交互方式/后台方式","2025/11/7 15:59:58","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","INTERACTIVE","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Input\syncpensettings","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","INTERACTIVE","已禁用","00:01:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Input\TouchpadSyncDataAvailable","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","INTERACTIVE","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\RestoreDevice","N/A","就绪","交互方式/后台方式","2026/5/11 1:45:14","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","INTERACTIVE","已禁用","03:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\ScanForUpdates","2026/5/11 14:33:22","就绪","交互方式/后台方式","2026/5/11 2:45:14","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","SYSTEM","已禁用","04:00:00","计划数据在此格式中不可用。","一次性, 每小时 ","8:00:00","2014/1/1","N/A","N/A","N/A","24 小时， 0 分钟","无","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\ScanForUpdates","2026/5/11 18:09:04","就绪","交互方式/后台方式","2026/5/11 2:45:14","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","SYSTEM","已禁用","04:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\ScanForUpdates","2026/5/11 23:34:30","就绪","交互方式/后台方式","2026/5/11 2:45:14","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","SYSTEM","已禁用","04:00:00","计划数据在此格式中不可用。","一次性","8:00:00","2014/1/1","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\ScanForUpdatesAsUser","N/A","就绪","交互方式/后台方式","2026/5/11 0:57:56","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","","INTERACTIVE","已禁用","04:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\SmartRetry","N/A","就绪","交互方式/后台方式","2025/11/7 18:25:09","0","N/A","COM 处理程序","N/A","N/A","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\SmartRetry","N/A","就绪","交互方式/后台方式","2025/11/7 18:25:09","0","N/A","COM 处理程序","N/A","N/A","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","一次性","18:25:09","2025/11/7","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\SmartRetry","N/A","就绪","交互方式/后台方式","2025/11/7 18:25:09","0","N/A","COM 处理程序","N/A","N/A","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\SmartRetry","N/A","就绪","交互方式/后台方式","2025/11/7 18:25:09","0","N/A","COM 处理程序","N/A","N/A","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\SmartRetry","N/A","就绪","交互方式/后台方式","2025/11/7 18:25:09","0","N/A","COM 处理程序","N/A","N/A","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\SmartRetry","N/A","就绪","交互方式/后台方式","2025/11/7 18:25:09","0","N/A","COM 处理程序","N/A","N/A","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","一次性","8:00:00","2014/1/1","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","COM 处理程序","N/A","N/A","已禁用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","SYSTEM","已禁用","04:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","COM 处理程序","N/A","N/A","已禁用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","SYSTEM","已禁用","04:00:00","计划数据在此格式中不可用。","一次性, 每小时 ","8:00:00","2014/1/1","N/A","N/A","N/A","24 小时， 0 分钟","无","已禁用","已禁用"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\International\Synchronize Language Settings","N/A","就绪","交互方式/后台方式","2026/5/11 0:45:45","0","Microsoft Corporation","COM 处理程序","N/A","Synchronize User Language Settings from other devices.","已启用","已禁用","","INTERACTIVE","已禁用","00:10:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\International\Synchronize Language Settings","N/A","就绪","交互方式/后台方式","2026/5/11 0:45:45","0","Microsoft Corporation","COM 处理程序","N/A","Synchronize User Language Settings from other devices.","已启用","已禁用","","INTERACTIVE","已禁用","00:10:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Kernel\La57Cleanup","N/A","就绪","交互方式/后台方式","2026/5/10 0:08:22","0","Microsoft Corporation","%windir%\system32\la57setup.exe ","N/A","此任务会清理不支持 5 级分页的系统上的 5 级分页二进制文件。","已启用","已禁用","不用电池启动","SYSTEM","已禁用","00:05:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","就绪","交互方式/后台方式","2026/5/11 1:00:15","0","Microsoft Corporation","COM 处理程序","N/A","安装与用户语言列表匹配的语言组件。","已启用","已禁用","不用电池启动","INTERACTIVE","已禁用","01:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\LanguageComponentsInstaller\ReconcileLanguageResources","N/A","就绪","交互方式/后台方式","2026/5/11 2:45:15","0","Microsoft Corporation","COM 处理程序","N/A","安装与用户语言列表匹配的语言组件。","已启用","已禁用","不用电池启动","INTERACTIVE","已禁用","01:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\LanguageComponentsInstaller\Uninstallation","N/A","已禁用","交互方式/后台方式","2025/11/7 17:59:02","0","Microsoft Corporation","COM 处理程序","N/A","卸载任何用户的语言列表中未包含的语言组件。","已禁用","已禁用","在电池模式停止, 不用电池启动","SYSTEM","已禁用","01:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\License Manager\TempSignedLicenseExchange","N/A","就绪","交互方式/后台方式","2026/5/11 0:57:56","0","Microsoft Corporation","COM 处理程序","N/A","Exchanges temporary preinstalled licenses for Windows Store licenses.","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","INTERACTIVE","已禁用","72:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Location\Notifications","N/A","就绪","交互方式/后台方式","2025/11/7 15:28:23","1073807364","N/A","%windir%\System32\LocationNotificationWindows.exe ","N/A","位置通知","已启用","已禁用","","Authenticated Users","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Location\WindowsActionDialog","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","%windir%\System32\WindowsActionDialog.exe ","N/A","位置通知","已启用","已禁用","","Authenticated Users","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Maintenance\WinSAT","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft","COM 处理程序","N/A","度量系统的性能和功能","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrators","已禁用","00:30:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","COM 处理程序","N/A","$(@%SystemRoot%\system32\Autopilot.dll,-602)","已禁用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","COM 处理程序","N/A","$(@%SystemRoot%\system32\Autopilot.dll,-602)","已禁用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Autopilot\RemediateHardwareChange","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","COM 处理程序","N/A","$(@%SystemRoot%\system32\Autopilot.dll,-603)","已禁用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Provisioning\Cellular","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","%windir%\system32\ProvTool.exe /turn 7 /source CellStateChangeTask","N/A","N/A","已启用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Provisioning\Logon","N/A","就绪","交互方式/后台方式","2026/5/11 0:56:50","0","N/A","%windir%\system32\ProvTool.exe /turn 5 /source LogonIdleTask","N/A","N/A","已启用","仅在空闲  分钟后启动, 如果没空闲，重试  分钟 如果空闲结束，停止任务","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Provisioning\MdmDiagnosticsCleanup","N/A","已禁用","交互方式/后台方式","2023/1/1 0:09:25","0","N/A","%windir%\system32\MdmDiagnosticsTool.exe /clean","N/A","N/A","已禁用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Management\Provisioning\Retry","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","N/A","%windir%\system32\ProvTool.exe /turn 5 /source ProvRetryTask","N/A","N/A","已禁用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
